investor_id,sip_count,continuity_status
INV002772,7,Active
INV002773,2,Inactive
INV002774,5,Active
INV002775,3,Active
INV002776,3,Active
INV002777,1,Inactive
INV002778,2,Inactive
INV002779,6,Active
INV002780,4,Active
INV002781,2,Inactive
INV002782,2,Inactive
INV002783,7,Active
INV002784,5,Active
INV002785,3,Active
INV002786,7,Active
INV002787,5,Active
INV002788,5,Active
INV002789,2,Inactive
INV002790,2,Inactive
INV002791,3,Active
INV002792,2,Inactive
INV002793,7,Active
INV002794,7,Active
INV002795,1,Inactive
INV002796,4,Active
INV002797,1,Inactive
INV002798,3,Active
INV002799,6,Active
INV002800,7,Active
INV002801,4,Active
INV002802,2,Inactive
INV002803,7,Active
INV002804,8,Active
INV002805,2,Inactive
INV002806,3,Active
INV002807,3,Active
INV002808,7,Active
INV002809,6,Active
INV002810,8,Active
INV002811,3,Active
INV002813,7,Active
INV002814,2,Inactive
INV002815,1,Inactive
INV002816,2,Inactive
INV002817,2,Inactive
INV002818,2,Inactive
INV002819,4,Active
INV002820,1,Inactive
INV002822,7,Active
INV002823,2,Inactive
INV002824,7,Active
INV002825,3,Active
INV002826,6,Active
INV002827,6,Active
INV002828,6,Active
INV002829,3,Active
INV002830,5,Active
INV002831,6,Active
INV002832,4,Active
INV002833,2,Inactive
INV002834,3,Active
INV002835,7,Active
INV002836,1,Inactive
INV002837,1,Inactive
INV002838,8,Active
INV002839,2,Inactive
INV002840,4,Active
INV002841,6,Active
INV002842,1,Inactive
INV002843,8,Active
INV002845,1,Inactive
INV002846,3,Active
INV002847,10,Active
INV002848,1,Inactive
INV002849,4,Active
INV002850,7,Active
INV002851,3,Active
INV002852,6,Active
INV002853,1,Inactive
INV002854,3,Active
INV002855,3,Active
INV002856,4,Active
INV002857,1,Inactive
INV002858,2,Inactive
INV002859,7,Active
INV002860,3,Active
INV002861,5,Active
INV002862,4,Active
INV002863,6,Active
INV002864,5,Active
INV002865,6,Active
INV002866,2,Inactive
INV002867,2,Inactive
INV002868,4,Active
INV002869,5,Active
INV002870,6,Active
INV002871,1,Inactive
INV002872,6,Active
INV002873,6,Active
INV002874,5,Active
INV002875,3,Active
INV002876,2,Inactive
INV002877,4,Active
INV002878,1,Inactive
INV002879,7,Active
INV002881,6,Active
INV002882,2,Inactive
INV002883,6,Active
INV002884,1,Inactive
INV002885,1,Inactive
INV002886,7,Active
INV002888,4,Active
INV002890,5,Active
INV002891,8,Active
INV002892,2,Inactive
INV002893,9,Active
INV002894,2,Inactive
INV002895,5,Active
INV002896,4,Active
INV002897,5,Active
INV002898,3,Active
INV002899,3,Active
INV002900,6,Active
INV002901,3,Active
INV002902,2,Inactive
INV002903,6,Active
INV002904,7,Active
INV002905,6,Active
INV002906,6,Active
INV002907,1,Inactive
INV002908,3,Active
INV002909,7,Active
INV002910,2,Inactive
INV002911,3,Active
INV002912,6,Active
INV002913,7,Active
INV002914,2,Inactive
INV002915,8,Active
INV002917,4,Active
INV002919,1,Inactive
INV002920,2,Inactive
INV002921,7,Active
INV002922,1,Inactive
INV002923,2,Inactive
INV002924,5,Active
INV002925,2,Inactive
INV002926,4,Active
INV002927,8,Active
INV002928,2,Inactive
INV002929,2,Inactive
INV002930,4,Active
INV002931,5,Active
INV002932,4,Active
INV002933,5,Active
INV002934,4,Active
INV002935,7,Active
INV002936,1,Inactive
INV002937,7,Active
INV002939,7,Active
INV002940,3,Active
INV002941,5,Active
INV002942,9,Active
INV002943,5,Active
INV002944,3,Active
INV002945,8,Active
INV002946,3,Active
INV002947,7,Active
INV002948,2,Inactive
INV002949,4,Active
INV002950,8,Active
INV002951,7,Active
INV002952,2,Inactive
INV002953,4,Active
INV002954,4,Active
INV002955,1,Inactive
INV002956,4,Active
INV002957,5,Active
INV002958,1,Inactive
INV002959,2,Inactive
INV002960,1,Inactive
INV002961,7,Active
INV002962,1,Inactive
INV002963,2,Inactive
INV002964,5,Active
INV002966,5,Active
INV002967,3,Active
INV002968,5,Active
INV002969,3,Active
INV002970,1,Inactive
INV002971,2,Inactive
INV002972,1,Inactive
INV002973,4,Active
INV002974,7,Active
INV002975,3,Active
INV002976,1,Inactive
INV002977,4,Active
INV002978,3,Active
INV002979,4,Active
INV002980,5,Active
INV002982,4,Active
INV002983,1,Inactive
INV002984,6,Active
INV002985,3,Active
INV002986,2,Inactive
INV002988,1,Inactive
INV002989,6,Active
INV002990,1,Inactive
INV002991,2,Inactive
INV002992,3,Active
INV002993,4,Active
INV002994,7,Active
INV002995,1,Inactive
INV002996,5,Active
INV002997,5,Active
INV002998,2,Inactive
INV002999,1,Inactive
INV003000,7,Active
INV003001,1,Inactive
INV003002,5,Active
INV003003,9,Active
INV003004,5,Active
INV003005,8,Active
INV003006,1,Inactive
INV003007,9,Active
INV003008,3,Active
INV003009,9,Active
INV003010,5,Active
INV003011,7,Active
INV003012,5,Active
INV003013,1,Inactive
INV003014,6,Active
INV003015,7,Active
INV003016,3,Active
INV003017,5,Active
INV003018,6,Active
INV003019,1,Inactive
INV003020,2,Inactive
INV003021,5,Active
INV003022,6,Active
INV003023,4,Active
INV003024,6,Active
INV003025,8,Active
INV003026,1,Inactive
INV003027,4,Active
INV003028,6,Active
INV003029,1,Inactive
INV003031,3,Active
INV003032,2,Inactive
INV003033,5,Active
INV003034,6,Active
INV003035,1,Inactive
INV003036,8,Active
INV003037,7,Active
INV003038,2,Inactive
INV003039,1,Inactive
INV003040,6,Active
INV003041,5,Active
INV003042,2,Inactive
INV003043,7,Active
INV003044,7,Active
INV003045,6,Active
INV003046,2,Inactive
INV003047,8,Active
INV003048,5,Active
INV003049,4,Active
INV003051,3,Active
INV003052,2,Inactive
INV003053,2,Inactive
INV003054,7,Active
INV003055,5,Active
INV003057,5,Active
INV003058,5,Active
INV003059,3,Active
INV003060,7,Active
INV003061,5,Active
INV003062,1,Inactive
INV003063,7,Active
INV003064,2,Inactive
INV003065,5,Active
INV003066,2,Inactive
INV003067,2,Inactive
INV003068,3,Active
INV003069,5,Active
INV003070,9,Active
INV003071,1,Inactive
INV003072,1,Inactive
INV003073,5,Active
INV003074,6,Active
INV003075,8,Active
INV003076,1,Inactive
INV003077,5,Active
INV003078,7,Active
INV003079,4,Active
INV003080,3,Active
INV003081,2,Inactive
INV003082,8,Active
INV003083,6,Active
INV003084,3,Active
INV003086,4,Active
INV003087,2,Inactive
INV003088,1,Inactive
INV003089,6,Active
INV003090,4,Active
INV003091,9,Active
INV003092,2,Inactive
INV003093,1,Inactive
INV003094,1,Inactive
INV003095,6,Active
INV003096,1,Inactive
INV003097,8,Active
INV003098,3,Active
INV003099,3,Active
INV003100,5,Active
INV003101,3,Active
INV003102,5,Active
INV003103,5,Active
INV003104,1,Inactive
INV003105,7,Active
INV003107,1,Inactive
INV003108,3,Active
INV003109,2,Inactive
INV003110,5,Active
INV003111,5,Active
INV003112,6,Active
INV003113,8,Active
INV003115,6,Active
INV003116,4,Active
INV003117,8,Active
INV003118,1,Inactive
INV003119,4,Active
INV003120,2,Inactive
INV003121,4,Active
INV003122,1,Inactive
INV003123,5,Active
INV003124,5,Active
INV003125,4,Active
INV003127,1,Inactive
INV003128,3,Active
INV003129,2,Inactive
INV003130,3,Active
INV003131,1,Inactive
INV003132,4,Active
INV003133,1,Inactive
INV003134,7,Active
INV003136,2,Inactive
INV003137,2,Inactive
INV003138,1,Inactive
INV003139,7,Active
INV003140,8,Active
INV003141,7,Active
INV003142,3,Active
INV003143,1,Inactive
INV003144,7,Active
INV003145,2,Inactive
INV003146,9,Active
INV003147,3,Active
INV003149,2,Inactive
INV003150,4,Active
INV003151,6,Active
INV003153,7,Active
INV003154,2,Inactive
INV003155,1,Inactive
INV003156,1,Inactive
INV003157,3,Active
INV003158,9,Active
INV003159,3,Active
INV003160,4,Active
INV003161,6,Active
INV003162,1,Inactive
INV003163,1,Inactive
INV003164,3,Active
INV003165,5,Active
INV003166,4,Active
INV003167,5,Active
INV003168,5,Active
INV003169,6,Active
INV003171,4,Active
INV003172,1,Inactive
INV003173,5,Active
INV003174,2,Inactive
INV003175,1,Inactive
INV003176,5,Active
INV003177,1,Inactive
INV003178,6,Active
INV003179,9,Active
INV003180,1,Inactive
INV003181,2,Inactive
INV003182,3,Active
INV003183,3,Active
INV003184,4,Active
INV003185,6,Active
INV003186,1,Inactive
INV003187,9,Active
INV003188,4,Active
INV003189,9,Active
INV003190,4,Active
INV003191,6,Active
INV003192,5,Active
INV003193,6,Active
INV003194,4,Active
INV003195,2,Inactive
INV003196,7,Active
INV003197,2,Inactive
INV003198,3,Active
INV003199,1,Inactive
INV003200,5,Active
INV003201,5,Active
INV003202,5,Active
INV003203,5,Active
INV003204,2,Inactive
INV003205,7,Active
INV003206,5,Active
INV003207,3,Active
INV003208,5,Active
INV003209,5,Active
INV003210,6,Active
INV003211,7,Active
INV003212,3,Active
INV003213,3,Active
INV003214,6,Active
INV003215,7,Active
INV003216,2,Inactive
INV003217,1,Inactive
INV003218,5,Active
INV003219,6,Active
INV003220,5,Active
INV003221,7,Active
INV003222,7,Active
INV003223,8,Active
INV003224,4,Active
INV003225,5,Active
INV003226,4,Active
INV003227,5,Active
INV003228,7,Active
INV003229,1,Inactive
INV003230,7,Active
INV003231,7,Active
INV003232,5,Active
INV003233,2,Inactive
INV003234,6,Active
INV003235,2,Inactive
INV003236,9,Active
INV003237,4,Active
INV003238,3,Active
INV003239,5,Active
INV003240,5,Active
INV003241,2,Inactive
INV003242,7,Active
INV003243,5,Active
INV003244,5,Active
INV003245,4,Active
INV003246,2,Inactive
INV003247,6,Active
INV003248,5,Active
INV003249,3,Active
INV003250,5,Active
INV003251,1,Inactive
INV003252,6,Active
INV003253,4,Active
INV003254,5,Active
INV003255,1,Inactive
INV003256,7,Active
INV003257,6,Active
INV003258,5,Active
INV003259,2,Inactive
INV003260,6,Active
INV003261,3,Active
INV003262,6,Active
INV003263,5,Active
INV003264,5,Active
INV003265,3,Active
INV003267,6,Active
INV003269,4,Active
INV003270,3,Active
INV003271,7,Active
INV003272,3,Active
INV003273,8,Active
INV003274,1,Inactive
INV003275,2,Inactive
INV003276,3,Active
INV003277,8,Active
INV003278,1,Inactive
INV003279,9,Active
INV003280,4,Active
INV003281,1,Inactive
INV003282,2,Inactive
INV003283,2,Inactive
INV003284,1,Inactive
INV003285,2,Inactive
INV003286,1,Inactive
INV003287,5,Active
INV003288,3,Active
INV003289,7,Active
INV003290,1,Inactive
INV003291,5,Active
INV003292,2,Inactive
INV003293,1,Inactive
INV003294,3,Active
INV003295,4,Active
INV003296,2,Inactive
INV003297,5,Active
INV003298,5,Active
INV003299,1,Inactive
INV003300,6,Active
INV003301,9,Active
INV003302,4,Active
INV003303,2,Inactive
INV003304,10,Active
INV003305,4,Active
INV003306,4,Active
INV003307,2,Inactive
INV003308,9,Active
INV003309,4,Active
INV003310,6,Active
INV003311,9,Active
INV003312,2,Inactive
INV003313,4,Active
INV003314,7,Active
INV003315,2,Inactive
INV003316,2,Inactive
INV003317,8,Active
INV003318,1,Inactive
INV003319,3,Active
INV003320,8,Active
INV003321,5,Active
INV003322,2,Inactive
INV003324,2,Inactive
INV003325,6,Active
INV003326,2,Inactive
INV003328,3,Active
INV003329,6,Active
INV003330,2,Inactive
INV003331,3,Active
INV003332,5,Active
INV003333,1,Inactive
INV003334,2,Inactive
INV003335,3,Active
INV003336,7,Active
INV003337,2,Inactive
INV003338,9,Active
INV003339,1,Inactive
INV003340,4,Active
INV003341,5,Active
INV003342,5,Active
INV003343,4,Active
INV003344,6,Active
INV003345,4,Active
INV003346,4,Active
INV003347,4,Active
INV003348,2,Inactive
INV003349,2,Inactive
INV003350,6,Active
INV003351,6,Active
INV003352,8,Active
INV003353,2,Inactive
INV003354,5,Active
INV003355,4,Active
INV003356,2,Inactive
INV003357,6,Active
INV003358,1,Inactive
INV003359,2,Inactive
INV003360,8,Active
INV003361,2,Inactive
INV003362,2,Inactive
INV003363,5,Active
INV003364,1,Inactive
INV003365,1,Inactive
INV003366,5,Active
INV003368,1,Inactive
INV003369,1,Inactive
INV003370,7,Active
INV003371,1,Inactive
INV003372,6,Active
INV003373,2,Inactive
INV003374,7,Active
INV003375,8,Active
INV003376,6,Active
INV003377,2,Inactive
INV003379,7,Active
INV003380,6,Active
INV003381,4,Active
INV003382,6,Active
INV003383,3,Active
INV003384,1,Inactive
INV003385,1,Inactive
INV003386,1,Inactive
INV003387,4,Active
INV003388,4,Active
INV003389,2,Inactive
INV003390,2,Inactive
INV003391,6,Active
INV003392,2,Inactive
INV003393,8,Active
INV003394,3,Active
INV003395,6,Active
INV003396,5,Active
INV003397,2,Inactive
INV003398,8,Active
INV003399,3,Active
INV003400,2,Inactive
INV003401,3,Active
INV003402,4,Active
INV003403,6,Active
INV003404,8,Active
INV003405,8,Active
INV003406,8,Active
INV003407,8,Active
INV003408,4,Active
INV003409,5,Active
INV003410,5,Active
INV003411,5,Active
INV003412,2,Inactive
INV003413,1,Inactive
INV003414,2,Inactive
INV003415,5,Active
INV003416,1,Inactive
INV003417,2,Inactive
INV003418,3,Active
INV003419,5,Active
INV003420,5,Active
INV003421,3,Active
INV003422,7,Active
INV003423,4,Active
INV003424,7,Active
INV003425,4,Active
INV003426,4,Active
INV003427,6,Active
INV003428,4,Active
INV003429,5,Active
INV003430,6,Active
INV003431,6,Active
INV003432,7,Active
INV003433,2,Inactive
INV003434,1,Inactive
INV003435,7,Active
INV003436,5,Active
INV003437,6,Active
INV003438,4,Active
INV003439,3,Active
INV003440,1,Inactive
INV003441,2,Inactive
INV003442,2,Inactive
INV003443,3,Active
INV003444,4,Active
INV003445,2,Inactive
INV003446,2,Inactive
INV003447,1,Inactive
INV003448,7,Active
INV003449,2,Inactive
INV003450,10,Active
INV003451,5,Active
INV003452,5,Active
INV003453,2,Inactive
INV003454,3,Active
INV003455,7,Active
INV003456,2,Inactive
INV003457,7,Active
INV003458,8,Active
INV003459,6,Active
INV003460,4,Active
INV003461,2,Inactive
INV003462,5,Active
INV003463,3,Active
INV003464,3,Active
INV003467,3,Active
INV003468,3,Active
INV003469,3,Active
INV003470,3,Active
INV003471,3,Active
INV003472,1,Inactive
INV003473,6,Active
INV003474,1,Inactive
INV003475,9,Active
INV003476,1,Inactive
INV003477,4,Active
INV003478,9,Active
INV003479,8,Active
INV003480,6,Active
INV003481,1,Inactive
INV003482,1,Inactive
INV003483,2,Inactive
INV003484,6,Active
INV003485,4,Active
INV003487,6,Active
INV003488,2,Inactive
INV003489,1,Inactive
INV003490,2,Inactive
INV003491,9,Active
INV003492,6,Active
INV003493,2,Inactive
INV003494,4,Active
INV003495,10,Active
INV003496,4,Active
INV003498,1,Inactive
INV003499,2,Inactive
INV003500,3,Active
INV003501,3,Active
INV003502,1,Inactive
INV003503,3,Active
INV003504,1,Inactive
INV003505,2,Inactive
INV003506,7,Active
INV003507,4,Active
INV003508,1,Inactive
INV003509,9,Active
INV003510,3,Active
INV003511,8,Active
INV003513,5,Active
INV003514,6,Active
INV003515,4,Active
INV003516,2,Inactive
INV003517,2,Inactive
INV003518,6,Active
INV003519,3,Active
INV003520,4,Active
INV003521,6,Active
INV003522,1,Inactive
INV003523,2,Inactive
INV003524,7,Active
INV003525,5,Active
INV003526,6,Active
INV003527,4,Active
INV003528,9,Active
INV003529,4,Active
INV003530,6,Active
INV003531,6,Active
INV003532,5,Active
INV003533,5,Active
INV003534,8,Active
INV003535,3,Active
INV003536,3,Active
INV003537,5,Active
INV003538,1,Inactive
INV003539,3,Active
INV003540,2,Inactive
INV003541,4,Active
INV003542,1,Inactive
INV003543,5,Active
INV003544,2,Inactive
INV003545,6,Active
INV003546,4,Active
INV003547,1,Inactive
INV003548,3,Active
INV003549,2,Inactive
INV003550,1,Inactive
INV003552,3,Active
INV003553,5,Active
INV003554,5,Active
INV003555,3,Active
INV003556,6,Active
INV003557,6,Active
INV003558,7,Active
INV003559,10,Active
INV003560,3,Active
INV003561,4,Active
INV003562,7,Active
INV003563,4,Active
INV003564,8,Active
INV003565,5,Active
INV003566,2,Inactive
INV003567,4,Active
INV003568,5,Active
INV003569,5,Active
INV003570,3,Active
INV003571,3,Active
INV003572,3,Active
INV003573,5,Active
INV003574,3,Active
INV003575,4,Active
INV003576,2,Inactive
INV003577,5,Active
INV003578,3,Active
INV003579,4,Active
INV003580,7,Active
INV003581,8,Active
INV003582,7,Active
INV003583,5,Active
INV003584,1,Inactive
INV003585,1,Inactive
INV003586,8,Active
INV003587,4,Active
INV003588,3,Active
INV003589,3,Active
INV003590,4,Active
INV003591,1,Inactive
INV003592,6,Active
INV003593,6,Active
INV003594,4,Active
INV003595,2,Inactive
INV003597,3,Active
INV003598,8,Active
INV003599,6,Active
INV003600,5,Active
INV003601,9,Active
INV003602,3,Active
INV003603,3,Active
INV003604,6,Active
INV003605,2,Inactive
INV003607,6,Active
INV003608,3,Active
INV003609,4,Active
INV003610,1,Inactive
INV003611,7,Active
INV003612,4,Active
INV003613,8,Active
INV003614,5,Active
INV003615,2,Inactive
INV003616,5,Active
INV003617,4,Active
INV003618,1,Inactive
INV003619,6,Active
INV003620,5,Active
INV003621,1,Inactive
INV003622,1,Inactive
INV003624,2,Inactive
INV003625,6,Active
INV003626,5,Active
INV003627,7,Active
INV003628,2,Inactive
INV003629,1,Inactive
INV003630,7,Active
INV003631,1,Inactive
INV003632,2,Inactive
INV003633,6,Active
INV003634,6,Active
INV003635,10,Active
INV003636,3,Active
INV003637,5,Active
INV003638,5,Active
INV003639,5,Active
INV003640,3,Active
INV003641,8,Active
INV003642,7,Active
INV003643,5,Active
INV003644,3,Active
INV003645,6,Active
INV003646,1,Inactive
INV003647,4,Active
INV003648,3,Active
INV003649,6,Active
INV003650,11,Active
INV003651,4,Active
INV003652,3,Active
INV003653,2,Inactive
INV003654,7,Active
INV003655,10,Active
INV003656,4,Active
INV003657,1,Inactive
INV003658,8,Active
INV003659,2,Inactive
INV003660,6,Active
INV003661,4,Active
INV003662,1,Inactive
INV003663,2,Inactive
INV003664,4,Active
INV003665,4,Active
INV003666,5,Active
INV003667,1,Inactive
INV003668,2,Inactive
INV003669,7,Active
INV003670,8,Active
INV003671,3,Active
INV003672,6,Active
INV003673,8,Active
INV003674,4,Active
INV003675,4,Active
INV003676,2,Inactive
INV003677,4,Active
INV003678,6,Active
INV003680,3,Active
INV003681,9,Active
INV003682,2,Inactive
INV003683,6,Active
INV003684,6,Active
INV003685,6,Active
INV003686,6,Active
INV003687,1,Inactive
INV003688,1,Inactive
INV003689,1,Inactive
INV003690,2,Inactive
INV003691,2,Inactive
INV003692,3,Active
INV003693,7,Active
INV003694,4,Active
INV003695,7,Active
INV003696,6,Active
INV003697,7,Active
INV003698,4,Active
INV003699,3,Active
INV003700,3,Active
INV003701,1,Inactive
INV003702,7,Active
INV003703,3,Active
INV003704,1,Inactive
INV003705,6,Active
INV003706,1,Inactive
INV003707,6,Active
INV003708,7,Active
INV003709,6,Active
INV003710,6,Active
INV003711,6,Active
INV003712,6,Active
INV003713,7,Active
INV003714,1,Inactive
INV003716,5,Active
INV003717,3,Active
INV003718,6,Active
INV003719,3,Active
INV003720,6,Active
INV003721,2,Inactive
INV003722,7,Active
INV003723,6,Active
INV003724,7,Active
INV003725,3,Active
INV003726,4,Active
INV003727,2,Inactive
INV003728,2,Inactive
INV003729,1,Inactive
INV003730,2,Inactive
INV003731,4,Active
INV003732,5,Active
INV003733,6,Active
INV003734,8,Active
INV003735,8,Active
INV003736,7,Active
INV003737,5,Active
INV003738,6,Active
INV003739,4,Active
INV003740,7,Active
INV003741,7,Active
INV003742,2,Inactive
INV003743,4,Active
INV003744,6,Active
INV003745,6,Active
INV003747,5,Active
INV003748,8,Active
INV003749,3,Active
INV003750,5,Active
INV003751,5,Active
INV003752,2,Inactive
INV003753,2,Inactive
INV003755,4,Active
INV003756,4,Active
INV003757,7,Active
INV003758,4,Active
INV003759,1,Inactive
INV003760,2,Inactive
INV003761,8,Active
INV003762,4,Active
INV003763,2,Inactive
INV003764,1,Inactive
INV003765,5,Active
INV003766,8,Active
INV003767,9,Active
INV003768,2,Inactive
INV003769,4,Active
INV003770,1,Inactive
INV003771,10,Active
INV003772,9,Active
INV003773,3,Active
INV003774,1,Inactive
INV003775,6,Active
INV003776,1,Inactive
INV003777,1,Inactive
INV003778,5,Active
INV003779,6,Active
INV003780,8,Active
INV003781,7,Active
INV003782,5,Active
INV003783,5,Active
INV003784,1,Inactive
INV003785,6,Active
INV003786,2,Inactive
INV003787,9,Active
INV003788,3,Active
INV003789,3,Active
INV003791,5,Active
INV003792,4,Active
INV003793,7,Active
INV003794,2,Inactive
INV003795,7,Active
INV003796,1,Inactive
INV003797,3,Active
INV003798,5,Active
INV003799,5,Active
INV003800,3,Active
INV003801,4,Active
INV003802,1,Inactive
INV003803,2,Inactive
INV003804,2,Inactive
INV003805,2,Inactive
INV003806,5,Active
INV003807,1,Inactive
INV003808,3,Active
INV003809,2,Inactive
INV003810,2,Inactive
INV003811,7,Active
INV003812,7,Active
INV003813,6,Active
INV003814,2,Inactive
INV003815,7,Active
INV003816,2,Inactive
INV003817,2,Inactive
INV003818,2,Inactive
INV003819,4,Active
INV003820,3,Active
INV003821,4,Active
INV003822,4,Active
INV003823,5,Active
INV003824,7,Active
INV003825,6,Active
INV003826,1,Inactive
INV003827,1,Inactive
INV003828,7,Active
INV003829,10,Active
INV003830,6,Active
INV003831,1,Inactive
INV003832,4,Active
INV003833,4,Active
INV003834,4,Active
INV003835,4,Active
INV003836,5,Active
INV003837,1,Inactive
INV003839,2,Inactive
INV003840,3,Active
INV003842,1,Inactive
INV003844,7,Active
INV003845,3,Active
INV003846,5,Active
INV003847,8,Active
INV003848,4,Active
INV003849,6,Active
INV003850,1,Inactive
INV003851,7,Active
INV003852,2,Inactive
INV003853,5,Active
INV003854,3,Active
INV003855,3,Active
INV003856,4,Active
INV003857,1,Inactive
INV003858,4,Active
INV003859,3,Active
INV003860,6,Active
INV003862,7,Active
INV003863,2,Inactive
INV003864,3,Active
INV003865,7,Active
INV003866,1,Inactive
INV003867,2,Inactive
INV003868,6,Active
INV003869,4,Active
INV003871,1,Inactive
INV003872,9,Active
INV003873,3,Active
INV003874,5,Active
INV003875,1,Inactive
INV003876,6,Active
INV003877,4,Active
INV003878,5,Active
INV003879,2,Inactive
INV003880,8,Active
INV003881,1,Inactive
INV003882,4,Active
INV003883,5,Active
INV003884,4,Active
INV003885,6,Active
INV003886,1,Inactive
INV003887,3,Active
INV003888,5,Active
INV003889,1,Inactive
INV003891,4,Active
INV003892,10,Active
INV003893,2,Inactive
INV003894,2,Inactive
INV003895,1,Inactive
INV003896,6,Active
INV003897,6,Active
INV003898,2,Inactive
INV003899,5,Active
INV003900,2,Inactive
INV003901,5,Active
INV003902,5,Active
INV003903,8,Active
INV003904,3,Active
INV003905,7,Active
INV003906,10,Active
INV003907,5,Active
INV003908,4,Active
INV003909,3,Active
INV003910,4,Active
INV003911,5,Active
INV003912,6,Active
INV003913,8,Active
INV003914,1,Inactive
INV003915,1,Inactive
INV003916,6,Active
INV003917,2,Inactive
INV003918,5,Active
INV003919,2,Inactive
INV003920,8,Active
INV003921,2,Inactive
INV003923,1,Inactive
INV003924,2,Inactive
INV003925,5,Active
INV003926,4,Active
INV003927,1,Inactive
INV003928,4,Active
INV003931,2,Inactive
INV003932,4,Active
INV003933,1,Inactive
INV003934,2,Inactive
INV003935,1,Inactive
INV003936,6,Active
INV003937,3,Active
INV003938,7,Active
INV003939,2,Inactive
INV003940,7,Active
INV003941,3,Active
INV003942,5,Active
INV003943,9,Active
INV003944,1,Inactive
INV003945,7,Active
INV003946,7,Active
INV003947,4,Active
INV003948,7,Active
INV003949,4,Active
INV003950,3,Active
INV003951,5,Active
INV003952,7,Active
INV003953,2,Inactive
INV003954,4,Active
INV003955,5,Active
INV003956,3,Active
INV003957,4,Active
INV003958,6,Active
INV003959,1,Inactive
INV003960,4,Active
INV003961,4,Active
INV003962,8,Active
INV003963,4,Active
INV003964,10,Active
INV003965,1,Inactive
INV003966,2,Inactive
INV003967,3,Active
INV003968,6,Active
INV003969,2,Inactive
INV003970,4,Active
INV003971,4,Active
INV003972,6,Active
INV003973,5,Active
INV003974,5,Active
INV003975,8,Active
INV003976,3,Active
INV003977,5,Active
INV003978,8,Active
INV003979,8,Active
INV003980,2,Inactive
INV003981,7,Active
INV003982,2,Inactive
INV003984,3,Active
INV003985,6,Active
INV003986,4,Active
INV003987,5,Active
INV003988,1,Inactive
INV003989,4,Active
INV003990,1,Inactive
INV003991,2,Inactive
INV003992,4,Active
INV003993,3,Active
INV003994,1,Inactive
INV003995,4,Active
INV003996,6,Active
INV003997,5,Active
INV003998,3,Active
INV003999,1,Inactive
INV004000,1,Inactive
INV004001,8,Active
INV004002,1,Inactive
INV004003,4,Active
INV004004,10,Active
INV004005,7,Active
INV004006,5,Active
INV004007,7,Active
INV004008,3,Active
INV004009,8,Active
INV004011,4,Active
INV004012,5,Active
INV004014,9,Active
INV004015,6,Active
INV004016,3,Active
INV004017,7,Active
INV004018,5,Active
INV004019,5,Active
INV004020,1,Inactive
INV004021,1,Inactive
INV004022,1,Inactive
INV004023,10,Active
INV004024,5,Active
INV004025,3,Active
INV004026,5,Active
INV004027,2,Inactive
INV004028,5,Active
INV004029,1,Inactive
INV004030,5,Active
INV004031,2,Inactive
INV004032,4,Active
INV004033,3,Active
INV004034,1,Inactive
INV004035,3,Active
INV004036,1,Inactive
INV004037,6,Active
INV004038,7,Active
INV004039,2,Inactive
INV004040,4,Active
INV004041,2,Inactive
INV004042,1,Inactive
INV004043,3,Active
INV004044,3,Active
INV004045,5,Active
INV004046,3,Active
INV004047,1,Inactive
INV004048,1,Inactive
INV004049,6,Active
INV004050,4,Active
INV004051,5,Active
INV004052,3,Active
INV004053,1,Inactive
INV004054,1,Inactive
INV004055,1,Inactive
INV004056,3,Active
INV004057,1,Inactive
INV004058,3,Active
INV004059,2,Inactive
INV004060,1,Inactive
INV004061,3,Active
INV004062,2,Inactive
INV004063,8,Active
INV004064,4,Active
INV004065,1,Inactive
INV004066,7,Active
INV004067,4,Active
INV004068,2,Inactive
INV004069,6,Active
INV004070,7,Active
INV004071,4,Active
INV004072,1,Inactive
INV004073,5,Active
INV004074,3,Active
INV004075,5,Active
INV004076,5,Active
INV004077,3,Active
INV004078,4,Active
INV004079,7,Active
INV004080,4,Active
INV004081,3,Active
INV004082,3,Active
INV004083,1,Inactive
INV004084,3,Active
INV004085,7,Active
INV004086,1,Inactive
INV004088,1,Inactive
INV004089,2,Inactive
INV004090,3,Active
INV004091,6,Active
INV004092,1,Inactive
INV004093,1,Inactive
INV004094,6,Active
INV004095,2,Inactive
INV004096,5,Active
INV004097,3,Active
INV004098,6,Active
INV004099,6,Active
INV004100,2,Inactive
INV004101,1,Inactive
INV004102,4,Active
INV004103,1,Inactive
INV004104,5,Active
INV004105,2,Inactive
INV004106,6,Active
INV004107,2,Inactive
INV004108,4,Active
INV004109,5,Active
INV004110,2,Inactive
INV004111,1,Inactive
INV004112,6,Active
INV004113,2,Inactive
INV004114,4,Active
INV004115,3,Active
INV004116,10,Active
INV004117,3,Active
INV004118,6,Active
INV004119,6,Active
INV004120,4,Active
INV004121,2,Inactive
INV004122,2,Inactive
INV004123,6,Active
INV004124,6,Active
INV004125,9,Active
INV004126,1,Inactive
INV004127,6,Active
INV004128,6,Active
INV004129,2,Inactive
INV004130,2,Inactive
INV004131,5,Active
INV004132,3,Active
INV004133,3,Active
INV004134,6,Active
INV004135,10,Active
INV004137,5,Active
INV004138,5,Active
INV004139,2,Inactive
INV004140,3,Active
INV004142,5,Active
INV004143,6,Active
INV004144,2,Inactive
INV004145,6,Active
INV004146,6,Active
INV004147,6,Active
